class10_percentage,class12_percentage,mathematics,physics,chemistry,entrance_score,academic_consistency,achievements_count,certifications_count,extracurricular_score,suitability_score,recommendation_label,category_code
79.82,82.3,92.69,83.33,81.08,99.01,97.52,1,2,63.17,89.82,Highly Recommended,3
80.48,84.88,77.41,71.48,96.65,71.23,95.6,3,1,72.34,76.96,Recommended,2
73.41,75.8,63.65,71.1,88.76,63.05,97.61,0,1,57.29,67.9,Review Required,1
69.5,68.71,69.51,63.92,82.92,37.42,99.21,2,0,63.24,56.24,Review Required,1
86.3,76.79,69.59,91.15,74.62,87.79,90.49,2,0,97.13,77.15,Recommended,2
69.44,72.3,73.59,71.65,65.36,91.84,97.14,0,1,83.45,74.53,Recommended,2
78.72,69.52,84.52,84.35,68.14,69.98,90.81,0,2,55.64,71.42,Recommended,2
73.22,50.89,53.59,66.66,63.56,53.74,77.66,2,0,82.97,54.15,Low Recommendation,0
82.79,84.45,82.91,100.0,89.88,72.89,98.34,3,1,79.41,81.42,Recommended,2
81.34,87.17,85.96,71.22,64.56,88.84,94.17,1,0,68.44,79.09,Recommended,2
88.38,65.96,77.95,83.76,71.77,86.06,77.58,2,2,59.38,71.71,Recommended,2
72.9,65.95,47.0,82.63,73.43,39.27,93.05,1,0,57.68,53.85,Low Recommendation,0
75.3,80.66,74.43,71.73,79.08,81.95,94.64,1,1,73.36,82.94,Recommended,2
68.21,87.21,87.52,96.12,99.21,81.57,81.0,1,1,57.31,82.75,Recommended,2
73.56,74.66,87.99,80.62,81.98,81.42,98.9,0,3,86.46,78.37,Recommended,2
81.77,74.42,70.89,74.82,90.71,78.63,92.64,1,0,90.71,75.03,Recommended,2
85.57,81.44,62.31,73.77,80.22,70.24,95.87,0,1,69.36,76.65,Recommended,2
68.78,82.14,87.81,75.31,92.23,81.74,86.63,1,0,87.08,76.64,Recommended,2
86.7,78.52,72.54,100.0,96.74,72.86,91.82,0,1,63.83,76.19,Recommended,2
91.56,80.7,68.63,81.49,94.99,86.37,89.14,1,0,59.28,74.8,Recommended,2
82.13,76.63,71.23,86.46,68.19,79.17,94.5,3,0,86.5,70.24,Recommended,2
96.77,83.11,80.49,75.27,80.98,83.09,86.34,0,2,93.7,78.55,Recommended,2
70.26,73.16,68.83,68.42,73.3,56.54,97.1,0,0,99.45,67.89,Review Required,1
65.55,81.88,59.36,93.14,87.57,66.95,83.67,3,0,74.99,71.66,Recommended,2
60.21,67.73,79.77,58.92,79.92,84.79,92.48,0,1,82.93,74.66,Recommended,2
92.96,86.05,97.29,81.09,77.13,88.79,93.09,1,1,74.66,85.12,Highly Recommended,3
84.54,79.85,86.4,81.23,81.97,89.41,95.3,0,1,91.05,82.04,Recommended,2
77.44,64.71,57.15,71.41,50.8,84.94,87.26,3,1,76.5,72.68,Recommended,2
80.8,86.62,82.95,83.85,100.0,95.29,94.18,2,0,82.08,85.49,Highly Recommended,3
66.75,69.1,71.76,77.33,68.86,72.46,97.65,2,2,52.97,70.76,Recommended,2
99.0,90.86,94.13,95.53,89.34,82.86,91.86,4,2,66.53,81.87,Recommended,2
79.29,99.0,100.0,100.0,91.22,63.96,80.29,0,0,82.2,84.34,Recommended,2
79.09,80.76,73.23,71.67,93.37,74.57,98.34,1,1,80.86,75.67,Recommended,2
85.26,76.67,78.32,75.82,50.76,73.08,91.41,2,0,83.48,70.19,Recommended,2
82.81,77.56,82.74,91.24,79.57,83.8,94.75,1,1,71.81,80.5,Recommended,2
80.24,88.35,100.0,95.79,86.02,88.5,91.88,2,0,60.22,85.06,Highly Recommended,3
70.1,72.97,81.77,62.35,72.09,73.05,97.12,2,2,69.12,76.47,Recommended,2
82.71,69.39,79.94,77.09,91.45,53.38,86.68,0,2,70.71,60.28,Review Required,1
96.82,98.13,94.43,73.91,84.85,80.75,98.69,2,2,73.63,87.18,Highly Recommended,3
91.45,81.67,95.36,82.64,90.26,91.53,90.22,0,2,55.48,83.94,Recommended,2
93.93,99.0,98.35,100.0,97.88,100.0,94.93,2,2,66.01,94.73,Highly Recommended,3
72.89,82.66,73.39,73.38,95.83,76.25,90.23,0,1,68.67,75.56,Recommended,2
68.1,67.09,84.35,63.62,65.95,79.51,98.99,2,0,36.37,70.74,Recommended,2
76.74,86.97,92.2,93.52,78.81,98.1,89.77,1,0,82.49,91.15,Highly Recommended,3
78.56,78.53,74.47,64.55,91.36,66.47,99.98,2,0,72.46,68.11,Review Required,1
88.94,92.08,84.27,83.13,93.87,89.94,96.86,3,0,73.98,84.97,Recommended,2
61.08,69.63,75.19,79.71,58.9,64.04,91.44,1,3,62.27,65.14,Review Required,1
93.3,81.54,85.78,75.73,77.05,92.31,88.24,1,2,78.79,79.94,Recommended,2
76.42,71.35,75.48,72.58,79.38,75.55,94.93,1,0,57.52,72.62,Recommended,2
73.73,82.85,85.25,90.44,91.72,85.82,90.88,1,2,59.88,83.84,Recommended,2
67.88,67.84,87.88,76.7,66.34,67.89,99.96,3,1,79.42,73.55,Recommended,2
61.45,62.79,77.81,71.62,40.55,79.72,98.66,1,0,75.36,70.62,Recommended,2
86.23,75.72,78.7,74.61,83.72,100.0,89.49,0,1,50.84,82.68,Recommended,2
78.73,81.5,90.54,85.75,70.22,71.72,97.23,2,0,93.66,74.71,Recommended,2
65.1,85.07,73.48,83.31,64.67,74.34,80.03,2,3,58.62,80.0,Recommended,2
65.05,59.99,68.97,71.57,40.0,69.37,94.94,0,0,68.01,62.86,Review Required,1
74.64,75.44,94.68,72.84,86.44,92.48,99.2,1,1,96.2,85.37,Highly Recommended,3
94.69,99.0,92.07,92.47,95.61,84.71,95.69,0,1,39.1,84.43,Recommended,2
75.4,75.15,67.88,67.7,75.84,38.22,99.74,1,4,44.41,60.03,Review Required,1
62.97,70.7,66.5,74.14,88.96,86.19,92.27,1,2,76.63,77.6,Recommended,2
75.54,67.38,59.64,64.06,79.19,74.93,91.84,1,2,32.82,66.89,Review Required,1
75.27,79.12,71.49,69.24,96.96,54.33,96.16,3,1,39.35,66.13,Review Required,1
51.03,57.22,59.21,67.64,51.99,54.28,93.81,0,2,87.63,61.32,Review Required,1
77.46,85.11,69.77,86.7,84.53,95.77,92.35,1,0,63.87,80.6,Recommended,2
75.69,85.48,84.27,92.67,68.96,100.0,90.21,3,0,100.0,88.0,Highly Recommended,3
84.96,99.0,100.0,89.99,92.03,100.0,85.96,0,1,54.48,94.96,Highly Recommended,3
96.49,95.18,82.31,95.71,89.24,83.88,98.69,1,3,65.22,91.88,Highly Recommended,3
89.27,88.09,100.0,92.17,93.17,91.23,98.83,0,3,78.11,87.63,Highly Recommended,3
75.31,77.27,83.06,83.54,80.0,77.56,98.04,1,2,77.07,76.75,Recommended,2
66.93,67.03,80.58,63.66,78.81,87.58,99.91,1,1,66.18,73.27,Recommended,2
99.0,95.01,84.68,93.0,98.64,76.36,96.01,4,1,60.27,85.33,Highly Recommended,3
78.59,75.65,85.28,81.6,99.99,69.7,97.06,1,0,73.47,76.62,Recommended,2
78.14,79.05,68.36,80.4,77.6,86.09,99.09,0,0,90.65,81.34,Recommended,2
77.76,87.97,94.88,65.72,77.41,87.61,89.79,1,0,81.44,85.58,Highly Recommended,3
79.98,70.93,74.92,76.26,77.7,89.88,90.95,1,3,60.51,75.27,Recommended,2
76.56,85.71,89.81,100.0,77.26,77.15,90.85,1,2,55.12,83.2,Recommended,2
72.26,84.12,71.34,80.28,99.02,76.53,88.14,0,2,59.61,77.89,Recommended,2
72.53,72.83,65.67,68.7,73.69,59.33,99.7,0,2,50.89,67.54,Review Required,1
77.67,60.4,71.27,71.01,62.41,67.75,82.72,0,0,72.21,66.19,Review Required,1
72.57,68.93,62.22,76.38,69.16,49.72,96.37,0,0,82.21,66.33,Review Required,1
70.87,82.99,86.87,95.02,90.61,77.09,87.89,1,0,68.93,79.39,Recommended,2
79.06,78.16,64.95,67.13,78.57,55.01,99.1,1,1,95.8,66.69,Review Required,1
75.45,67.82,79.35,79.79,66.7,82.19,92.37,2,0,96.63,75.69,Recommended,2
93.04,84.09,70.74,89.77,100.0,85.53,91.05,1,1,74.62,84.73,Recommended,2
51.49,65.77,74.85,69.62,63.16,50.48,85.72,1,0,80.53,61.96,Review Required,1
88.92,89.61,93.47,91.12,88.29,100.0,99.3,2,0,56.49,92.94,Highly Recommended,3
90.46,84.41,76.34,94.38,90.92,100.0,93.95,1,1,64.59,88.23,Highly Recommended,3
57.27,60.15,70.93,75.83,51.59,67.99,97.11,2,0,89.08,64.88,Review Required,1
74.57,72.07,76.65,64.02,80.81,66.8,97.49,0,0,61.31,70.41,Recommended,2
74.29,67.62,65.33,80.54,62.43,100.0,93.34,2,2,92.31,77.08,Recommended,2
63.92,80.67,70.42,80.82,90.08,59.61,83.25,0,1,86.69,72.25,Recommended,2
70.22,69.58,52.56,74.43,64.69,64.09,99.35,2,1,81.27,63.07,Review Required,1
66.89,79.56,83.17,81.43,88.03,82.25,87.33,1,2,52.41,78.41,Recommended,2
95.52,99.0,78.6,92.8,100.0,100.0,96.52,1,3,65.32,95.11,Highly Recommended,3
87.36,92.14,90.06,100.0,98.27,92.19,95.22,3,0,79.66,92.04,Highly Recommended,3
90.72,83.05,79.65,82.3,85.99,74.1,92.33,0,1,55.21,78.42,Recommended,2
85.22,85.88,91.2,73.92,83.09,74.42,99.34,1,4,67.15,80.53,Recommended,2
66.71,69.5,69.11,69.72,68.5,66.34,97.21,2,2,81.28,68.69,Review Required,1
72.75,66.7,66.73,73.48,87.07,56.29,93.94,0,1,61.48,60.73,Review Required,1
82.89,83.62,90.03,95.83,76.87,85.04,99.27,0,2,57.3,82.15,Recommended,2
65.78,59.61,68.06,72.76,57.17,59.3,93.83,3,2,42.99,61.24,Review Required,1
85.13,92.09,92.23,80.96,96.28,70.8,93.04,1,0,64.2,78.53,Recommended,2
75.6,72.2,78.84,100.0,68.14,90.48,96.6,0,1,81.6,75.21,Recommended,2
74.25,76.59,62.08,81.26,69.58,64.5,97.67,1,3,56.91,72.21,Recommended,2
85.11,84.84,91.2,97.14,70.26,70.2,99.73,0,1,70.27,79.06,Recommended,2
82.44,78.64,85.1,78.53,75.65,78.48,96.2,2,0,66.64,77.72,Recommended,2
74.39,79.77,69.66,86.17,80.41,75.59,94.62,1,1,60.0,76.8,Recommended,2
89.59,81.92,79.0,90.74,85.13,58.41,92.32,4,0,82.57,71.4,Recommended,2
67.19,77.0,77.36,91.08,88.88,80.72,90.19,1,2,94.63,78.11,Recommended,2
84.16,71.14,72.01,85.37,80.65,59.7,86.98,1,2,85.07,72.54,Recommended,2
83.93,82.76,85.41,91.66,81.37,100.0,98.83,1,0,59.56,84.89,Recommended,2
74.9,90.94,100.0,85.51,86.86,97.67,83.96,2,0,99.89,90.46,Highly Recommended,3
81.26,71.88,84.73,69.6,80.98,72.84,90.62,1,2,85.02,71.69,Recommended,2
65.49,63.42,54.44,72.72,82.85,53.2,97.93,0,0,63.14,58.26,Review Required,1
87.24,88.18,92.36,96.06,88.23,85.95,99.06,2,5,58.37,88.95,Highly Recommended,3
76.15,77.74,91.6,77.19,75.17,90.09,98.41,1,1,86.82,75.7,Recommended,2
72.77,76.75,81.43,89.37,69.26,77.96,96.03,0,1,72.61,75.43,Recommended,2
88.49,88.86,97.55,100.0,72.97,86.96,99.63,2,0,57.24,86.68,Highly Recommended,3
70.96,77.75,98.43,70.26,86.53,86.17,93.21,1,2,67.78,85.02,Highly Recommended,3
63.92,76.62,87.7,70.26,84.88,73.48,87.3,1,1,63.89,71.89,Recommended,2
62.43,69.98,74.98,72.58,80.36,68.87,92.45,0,1,57.64,65.94,Review Required,1
84.06,79.91,90.38,84.01,80.05,58.09,95.85,0,0,85.22,71.1,Recommended,2
65.2,74.02,76.96,71.57,91.4,87.08,91.18,1,1,81.73,79.62,Recommended,2
95.55,99.0,94.49,100.0,89.48,95.98,96.55,3,2,82.58,94.52,Highly Recommended,3
57.18,61.97,62.96,72.62,78.69,55.69,95.22,1,0,82.37,58.39,Review Required,1
94.96,81.68,96.89,82.57,82.15,100.0,86.71,1,2,56.26,86.48,Highly Recommended,3
80.11,87.93,77.77,72.19,80.71,82.32,92.18,5,1,60.94,84.6,Recommended,2
77.03,75.96,92.29,65.01,84.58,69.87,98.93,3,0,91.88,75.81,Recommended,2
72.55,56.4,67.3,67.29,69.45,74.76,83.85,3,1,71.62,65.49,Review Required,1
81.99,87.17,71.39,64.7,89.85,83.2,94.82,2,5,47.94,80.08,Recommended,2
77.62,73.05,78.47,86.26,77.49,80.34,95.43,2,3,73.25,77.44,Recommended,2
89.03,84.6,62.45,82.64,84.15,68.71,95.57,1,3,79.82,72.03,Recommended,2
79.14,81.06,87.05,100.0,100.0,87.65,98.09,1,2,77.86,84.04,Recommended,2
79.5,80.18,88.98,100.0,93.36,79.52,99.33,0,1,55.93,80.18,Recommended,2
74.36,80.73,74.62,79.7,89.12,83.81,93.63,3,2,98.3,79.47,Recommended,2
77.43,73.72,76.52,75.54,78.25,52.24,96.29,1,0,47.49,67.26,Review Required,1
81.08,83.86,100.0,93.66,94.1,83.34,97.22,1,1,71.66,83.05,Recommended,2
60.9,63.55,62.61,86.52,75.4,86.13,97.35,1,0,96.05,72.3,Recommended,2
64.52,74.07,64.97,60.47,77.63,61.41,90.44,0,1,78.87,63.73,Review Required,1
85.43,87.73,100.0,68.54,83.62,82.84,97.71,1,2,82.54,84.85,Recommended,2
79.71,71.31,93.11,68.7,74.68,75.39,91.6,0,1,54.2,75.4,Recommended,2
76.16,85.0,83.79,90.33,53.1,67.94,91.16,3,4,75.21,75.96,Recommended,2
78.18,73.44,85.2,81.38,79.05,51.96,95.26,3,0,69.45,70.08,Recommended,2
81.48,86.5,98.29,96.25,80.93,86.15,94.98,3,1,53.05,84.86,Recommended,2
72.6,76.76,70.15,66.74,95.12,75.39,95.84,0,2,82.98,68.17,Review Required,1
70.22,86.86,80.29,62.64,86.26,81.23,83.36,0,1,57.71,78.56,Recommended,2
79.96,77.18,90.2,87.61,67.59,80.21,97.22,0,1,59.49,77.3,Recommended,2
68.22,67.96,87.82,64.29,72.71,77.83,99.74,1,1,76.49,73.06,Recommended,2
82.08,80.3,85.86,61.03,71.14,93.74,98.22,0,0,67.85,81.26,Recommended,2
60.97,63.26,58.64,70.73,74.75,61.47,97.72,0,1,72.54,61.29,Review Required,1
88.29,91.2,100.0,96.77,91.93,84.59,97.09,0,2,66.93,91.21,Highly Recommended,3
82.73,67.98,65.67,71.36,82.8,65.09,85.25,0,2,91.2,67.39,Review Required,1
80.56,70.96,69.87,70.1,67.35,78.29,90.4,2,1,56.12,70.59,Recommended,2
87.83,75.94,80.38,76.56,78.98,94.47,88.11,1,1,63.03,81.96,Recommended,2
94.65,96.86,100.0,89.1,79.22,86.21,97.79,0,1,77.22,89.07,Highly Recommended,3
88.14,98.39,100.0,80.39,100.0,95.54,89.76,3,1,55.18,98.0,Highly Recommended,3
59.59,63.88,72.06,62.57,75.63,73.43,95.71,0,2,54.52,66.65,Review Required,1
65.2,67.29,75.1,77.32,77.72,60.05,97.91,3,0,72.07,67.8,Review Required,1
71.75,73.79,75.78,79.87,77.19,75.07,97.97,3,1,83.01,72.67,Recommended,2
78.26,87.08,90.89,87.63,90.36,68.6,91.18,3,1,84.97,82.4,Recommended,2
83.18,73.8,50.06,66.71,93.23,43.32,90.63,2,1,71.38,61.63,Review Required,1
70.74,74.43,72.85,75.28,74.76,78.31,96.32,2,0,59.92,72.79,Recommended,2
79.87,86.71,87.44,63.93,87.35,80.06,93.16,2,0,74.13,78.22,Recommended,2
70.45,76.32,65.73,80.21,68.04,74.25,94.13,3,2,78.49,70.13,Recommended,2
71.88,74.84,79.99,91.67,69.21,76.72,97.05,1,2,73.93,76.97,Recommended,2
63.93,75.76,74.78,63.29,79.5,63.5,88.17,1,1,88.51,66.6,Review Required,1
68.77,50.0,75.05,54.14,72.04,64.48,81.23,2,1,54.79,62.13,Review Required,1
64.48,73.56,90.9,79.78,74.46,65.99,90.92,0,0,59.55,68.51,Review Required,1
68.24,65.54,64.49,83.4,69.21,83.7,97.3,2,0,86.43,72.15,Recommended,2
88.54,70.33,71.24,69.75,70.76,55.36,81.79,3,0,47.9,61.51,Review Required,1
68.51,75.04,75.54,70.61,72.68,72.89,93.46,1,1,61.91,72.14,Recommended,2
99.0,99.0,89.73,74.61,97.27,77.99,100.0,1,3,59.03,85.67,Highly Recommended,3
82.93,79.95,81.92,82.0,66.4,86.59,97.02,3,1,46.54,80.16,Recommended,2
79.85,86.52,77.3,100.0,98.64,76.55,93.33,0,0,67.19,77.13,Recommended,2
69.42,84.49,72.06,86.92,77.8,71.4,84.93,0,0,81.19,74.37,Recommended,2
85.0,93.02,95.99,89.89,97.47,100.0,91.98,2,1,72.34,94.67,Highly Recommended,3
72.24,86.69,91.31,88.9,73.25,86.55,85.55,3,0,81.99,85.98,Highly Recommended,3
79.22,84.39,75.25,83.96,91.07,85.06,94.83,2,0,87.88,75.77,Recommended,2
99.0,92.9,98.63,81.9,96.89,79.84,93.9,0,0,64.22,86.03,Highly Recommended,3
77.04,64.11,61.77,78.11,74.44,48.49,87.07,1,3,100.0,59.0,Review Required,1
89.49,83.68,85.29,85.83,73.96,83.87,94.18,1,0,64.82,79.34,Recommended,2
70.97,65.93,77.65,71.33,74.33,68.61,94.96,1,1,66.81,67.65,Review Required,1
77.65,94.72,90.71,81.55,79.58,96.69,82.93,1,1,59.39,92.6,Highly Recommended,3
95.71,88.59,90.99,100.0,84.71,85.87,92.88,0,1,78.18,83.38,Recommended,2
71.73,74.2,70.48,83.58,87.75,75.33,97.53,1,1,65.64,70.44,Recommended,2
96.12,94.7,89.06,85.76,99.36,69.02,98.57,1,1,68.82,83.5,Recommended,2
85.08,82.9,80.12,93.05,83.53,100.0,97.83,3,2,66.92,86.54,Highly Recommended,3
72.38,87.22,77.95,81.08,76.56,79.1,85.15,0,0,66.58,82.16,Recommended,2
84.32,77.05,76.02,71.11,85.85,84.6,92.72,0,1,72.37,76.39,Recommended,2
87.73,85.96,68.99,77.58,85.65,66.95,98.24,0,1,63.25,77.59,Recommended,2
84.22,76.01,72.1,60.5,55.49,77.94,91.79,0,1,63.95,71.76,Recommended,2
62.3,56.05,59.19,68.95,72.94,45.46,93.75,1,1,86.09,57.4,Review Required,1
70.73,67.62,68.15,54.02,72.74,74.73,96.89,1,0,65.6,71.96,Recommended,2
75.52,75.57,74.26,65.62,90.41,70.66,99.95,1,0,75.75,72.09,Recommended,2
77.26,73.64,74.62,55.8,66.13,74.65,96.39,0,1,56.66,72.82,Recommended,2
84.21,76.41,82.1,77.62,47.19,86.78,92.2,1,1,63.33,75.26,Recommended,2
79.78,67.59,79.44,70.81,75.75,59.02,87.82,0,0,51.51,65.61,Review Required,1
64.65,67.59,64.19,69.04,75.88,59.5,97.06,2,1,97.82,62.19,Review Required,1
81.8,68.22,59.14,62.33,56.49,71.43,86.42,0,4,90.63,65.77,Review Required,1
84.11,87.95,75.55,74.85,77.02,100.0,96.15,4,0,78.93,83.69,Recommended,2
83.6,82.18,76.76,87.17,100.0,76.92,98.58,0,2,100.0,83.33,Recommended,2
88.81,73.51,71.61,70.95,73.93,80.14,84.7,1,0,81.55,78.03,Recommended,2
86.34,80.96,73.02,84.84,89.36,75.31,94.62,2,0,67.42,75.9,Recommended,2
82.59,74.8,63.14,68.51,71.36,93.48,92.21,4,1,75.59,75.45,Recommended,2
77.3,79.66,75.19,82.57,60.27,55.97,97.64,0,1,90.41,66.73,Review Required,1
61.39,76.7,79.34,91.72,77.45,78.55,84.69,2,1,56.8,77.06,Recommended,2
82.3,65.61,75.15,76.79,68.96,51.8,83.31,1,1,52.41,60.5,Review Required,1
80.08,79.97,74.41,76.86,77.38,46.67,99.9,0,2,76.09,65.91,Review Required,1
80.72,78.22,74.54,82.33,79.04,79.67,97.5,1,1,61.2,80.51,Recommended,2
65.23,74.03,66.26,74.42,79.99,72.79,91.2,1,0,36.1,69.24,Review Required,1
67.19,71.74,73.49,75.3,74.28,69.67,95.45,1,1,51.36,71.25,Recommended,2
88.53,78.96,70.73,77.01,68.05,73.6,90.42,1,1,65.33,73.52,Recommended,2
77.6,74.77,81.81,75.7,82.71,100.0,97.17,0,1,70.72,78.68,Recommended,2
84.82,76.0,59.14,80.32,59.19,65.96,91.19,1,0,71.17,63.99,Review Required,1
78.28,86.41,81.21,75.55,65.25,88.17,91.88,2,2,100.0,84.32,Recommended,2
78.3,77.98,81.5,69.43,87.42,71.0,99.68,2,0,66.89,78.52,Recommended,2
87.38,99.0,96.09,80.41,99.39,96.58,88.38,0,1,74.17,93.11,Highly Recommended,3
72.84,73.5,100.0,60.45,76.41,81.54,99.34,2,0,45.61,77.51,Recommended,2
78.96,72.61,77.95,63.65,62.42,70.3,93.64,1,0,69.53,67.55,Review Required,1
73.38,62.25,56.65,70.17,62.25,84.39,88.88,2,2,75.01,71.43,Recommended,2
73.66,60.13,64.15,58.17,65.26,78.84,86.48,1,0,49.37,67.54,Review Required,1
74.91,62.76,49.31,74.07,53.72,61.47,87.85,0,3,55.99,58.52,Review Required,1
80.22,81.29,80.16,82.25,74.89,51.93,98.93,2,1,77.34,71.85,Recommended,2
73.21,78.32,70.41,60.14,86.78,70.16,94.89,2,1,61.81,67.41,Review Required,1
90.56,73.74,84.46,83.17,91.42,100.0,83.18,2,1,68.46,84.66,Recommended,2
69.05,78.5,73.38,88.06,76.18,72.98,90.56,5,1,78.11,74.34,Recommended,2
76.13,72.43,73.15,65.76,83.82,86.47,96.3,2,2,100.0,73.94,Recommended,2
73.6,75.7,70.42,82.19,59.33,90.75,97.91,0,1,66.67,78.47,Recommended,2
92.47,99.0,100.0,85.74,100.0,97.23,93.47,2,2,96.54,90.51,Highly Recommended,3
79.97,86.15,81.4,86.28,77.54,71.92,93.81,3,1,40.62,78.17,Recommended,2
88.32,82.67,100.0,70.23,86.29,58.85,94.36,1,0,72.23,71.56,Recommended,2
63.14,60.07,73.2,49.12,65.37,76.52,96.93,0,1,64.99,62.25,Review Required,1
80.67,62.25,71.51,64.75,82.54,58.73,81.58,1,2,62.01,62.82,Review Required,1
86.9,78.07,82.24,78.41,71.35,81.24,91.18,3,1,79.87,77.51,Recommended,2
78.82,76.49,81.3,74.56,85.29,63.12,97.66,0,2,66.78,75.23,Recommended,2
88.65,77.16,58.59,67.17,76.67,66.12,88.51,0,0,39.63,64.11,Review Required,1
72.83,72.93,71.91,72.05,75.01,73.34,99.9,1,0,46.17,74.1,Recommended,2
92.09,88.08,94.51,89.35,85.06,91.26,95.99,0,2,80.83,84.52,Recommended,2
99.0,90.5,87.39,87.9,80.08,72.78,91.5,1,0,45.44,82.04,Recommended,2
74.37,69.86,58.34,75.73,74.36,80.64,95.49,1,2,81.23,74.75,Recommended,2
73.54,75.83,76.35,71.38,77.94,68.71,97.71,0,1,71.87,72.68,Recommended,2
92.53,91.31,100.0,100.0,91.5,71.43,98.78,0,2,67.45,81.95,Recommended,2
93.8,79.93,92.42,69.19,82.2,82.63,86.14,1,2,68.78,75.48,Recommended,2
72.77,85.23,83.3,89.53,92.93,82.82,87.54,3,1,77.72,77.94,Recommended,2
73.8,73.87,84.92,88.53,86.47,80.44,99.93,1,1,52.34,81.6,Recommended,2
75.18,75.78,73.17,82.85,68.02,90.92,99.4,2,1,70.63,78.12,Recommended,2
64.56,73.85,58.35,74.67,85.91,65.05,90.7,1,0,52.91,64.86,Review Required,1
68.81,73.04,65.53,70.84,64.8,68.99,95.78,0,1,72.45,66.09,Review Required,1
67.96,78.2,94.28,90.1,86.05,70.75,89.76,0,1,79.7,77.87,Recommended,2
70.32,74.52,73.15,62.94,83.87,83.92,95.8,1,2,72.49,74.5,Recommended,2
77.65,72.46,71.91,66.02,57.16,74.96,94.8,0,0,79.13,65.83,Review Required,1
80.34,82.13,78.6,78.52,83.78,74.25,98.21,1,3,59.5,79.01,Recommended,2
93.51,79.3,98.52,92.89,76.24,63.27,85.8,1,0,69.07,76.13,Recommended,2
68.02,71.48,89.87,78.83,68.02,96.87,96.54,0,1,66.43,84.87,Recommended,2
87.84,84.22,100.0,74.28,97.78,73.96,96.38,1,1,65.45,83.16,Recommended,2
75.86,74.44,74.24,74.0,71.08,67.37,98.58,1,2,57.99,62.63,Review Required,1
77.51,76.23,80.13,72.21,70.77,81.84,98.72,1,2,63.52,79.66,Recommended,2
84.75,67.27,55.29,64.99,73.5,49.66,82.52,2,3,53.31,62.33,Review Required,1
66.77,65.35,83.78,80.53,78.29,56.73,98.58,1,1,44.59,63.5,Review Required,1
81.82,81.02,69.09,68.0,80.68,49.56,99.2,1,1,59.49,65.56,Review Required,1
79.66,80.04,82.2,97.12,93.09,88.55,99.62,1,2,79.39,84.51,Recommended,2
82.92,72.83,63.65,84.26,81.83,63.05,89.9,2,0,73.51,66.27,Review Required,1
80.89,89.75,81.42,98.73,66.25,100.0,91.14,2,1,51.15,87.02,Highly Recommended,3
99.0,85.37,75.66,80.13,79.76,67.48,86.37,0,1,63.91,77.4,Recommended,2
71.62,80.89,74.59,80.12,76.39,66.14,90.73,3,2,80.39,75.31,Recommended,2
72.69,77.3,72.58,64.78,84.36,68.17,95.39,0,1,63.27,69.49,Review Required,1
71.77,68.07,65.57,67.4,47.04,71.37,96.3,1,2,48.73,68.69,Review Required,1
72.45,87.91,94.27,91.48,100.0,82.23,84.53,0,0,100.0,86.36,Highly Recommended,3
71.63,63.59,56.64,82.47,75.55,70.44,91.96,0,1,67.5,66.84,Review Required,1
89.89,93.28,92.16,79.22,91.92,77.43,96.61,1,1,52.55,81.88,Recommended,2
92.21,95.55,100.0,88.23,100.0,76.64,96.66,0,0,72.57,86.28,Highly Recommended,3
72.29,68.24,66.05,71.25,96.84,47.14,95.95,1,1,68.72,60.48,Review Required,1
69.68,82.91,75.01,69.08,92.09,51.48,86.76,0,1,46.88,63.37,Review Required,1
82.71,78.9,76.87,86.14,90.14,71.09,96.19,0,0,71.4,74.61,Recommended,2
72.48,76.04,88.83,70.99,80.02,77.34,96.43,1,2,84.76,76.58,Recommended,2
84.33,84.11,85.03,81.93,82.78,75.08,99.78,0,0,66.51,78.86,Recommended,2
80.03,77.95,73.15,75.04,75.25,90.36,97.92,2,2,39.1,81.06,Recommended,2
62.84,73.48,79.95,68.54,68.7,91.11,89.37,1,2,75.13,76.07,Recommended,2
93.48,94.78,80.06,91.28,84.58,80.92,98.69,1,1,79.04,84.09,Recommended,2
95.96,76.18,83.95,76.17,65.3,57.53,80.22,0,0,61.2,70.13,Recommended,2
71.87,83.75,86.89,79.9,83.19,76.46,88.13,1,1,61.31,76.74,Recommended,2
74.12,61.59,63.11,60.83,52.03,57.68,87.46,2,1,100.0,61.36,Review Required,1
80.86,87.86,77.51,89.7,88.65,73.26,93.0,1,2,60.13,78.26,Recommended,2
81.34,88.95,77.85,100.0,87.13,73.35,92.39,0,1,53.17,79.28,Recommended,2
84.59,73.48,80.46,77.84,78.44,68.74,88.9,2,1,70.38,73.97,Recommended,2
98.1,88.38,98.58,96.83,81.88,85.15,90.28,4,0,78.62,85.67,Highly Recommended,3
76.23,67.52,64.26,58.36,100.0,60.09,91.29,2,1,77.99,67.32,Review Required,1
70.02,70.29,77.3,75.78,88.4,76.54,99.72,0,1,32.98,66.9,Review Required,1
64.21,65.48,48.24,59.86,59.08,64.81,98.73,4,2,60.09,58.59,Review Required,1
70.69,78.72,73.19,65.34,82.86,64.84,91.97,0,3,87.29,66.06,Review Required,1
77.67,87.85,85.58,79.1,80.66,99.62,89.82,0,0,74.9,84.04,Recommended,2
95.95,99.0,85.15,100.0,84.18,76.9,96.95,0,0,51.46,89.76,Highly Recommended,3
72.82,69.48,62.74,83.14,60.85,48.48,96.66,3,0,88.64,62.93,Review Required,1
